ticket_id,ticket_number,customer_id,subscription_id,opened_at,resolved_at,status,category,priority,channel,assignee,first_response_hours,csat_score
3048,TCK-003048,288,297,2026-08-29,,open,feature_request,high,in_app,unassigned,1,
3049,TCK-003049,288,297,2025-12-25,2025-12-25,closed,how_to,medium,chat,emma.cole,5,4
3050,TCK-003050,288,297,2025-08-29,2025-08-29,closed,feature_request,medium,chat,ava.nguyen,2,1
3051,TCK-003051,288,297,2026-03-23,2026-03-23,solved,outage,urgent,in_app,emma.cole,3,
3052,TCK-003052,288,297,2025-09-17,2025-09-17,solved,how_to,medium,email,priya.shah,1,2
3053,TCK-003053,288,297,2026-05-05,2026-05-05,closed,how_to,medium,in_app,emma.cole,1,
3054,TCK-003054,288,297,2026-03-12,2026-03-12,closed,how_to,high,chat,priya.shah,1,5
3055,TCK-003055,288,297,2025-07-05,,open,onboarding,medium,email,emma.cole,,
3056,TCK-003056,288,297,2026-01-29,2026-01-29,solved,feature_request,high,chat,marcus.holm,1,3
3057,TCK-003057,288,297,2025-07-12,2025-07-12,solved,onboarding,high,email,jonas.becker,1,
3058,TCK-003058,288,297,2025-12-30,2025-12-31,solved,billing,low,email,priya.shah,5,4
3059,TCK-003059,288,297,2026-07-17,2026-07-17,solved,billing,low,in_app,priya.shah,2,
3060,TCK-003060,288,297,2026-02-17,2026-02-17,closed,billing,high,in_app,emma.cole,1,5
3061,TCK-003061,288,297,2025-07-05,2025-07-05,closed,how_to,high,email,jonas.becker,1,5
3062,TCK-003062,289,298,2025-10-24,2025-10-24,solved,how_to,medium,in_app,marcus.holm,1,
3063,TCK-003063,289,298,2026-06-04,2026-06-04,solved,onboarding,low,email,marcus.holm,1,
3064,TCK-003064,289,298,2026-07-11,2026-07-11,closed,how_to,medium,email,priya.shah,1,5
3065,TCK-003065,289,298,2026-01-26,,open,feature_request,low,in_app,priya.shah,24,
3066,TCK-003066,289,298,2025-06-08,2025-06-08,solved,bug,medium,in_app,emma.cole,1,5
3067,TCK-003067,289,298,2026-02-27,2026-02-27,solved,how_to,medium,chat,marcus.holm,1,2
3068,TCK-003068,290,299,2026-03-25,,open,bug,low,chat,unassigned,,
3069,TCK-003069,290,299,2025-05-04,2025-05-05,closed,how_to,medium,chat,priya.shah,9,
3070,TCK-003070,290,299,2025-06-25,2025-06-25,solved,how_to,medium,in_app,emma.cole,1,
3071,TCK-003071,290,299,2026-02-10,2026-02-11,closed,feature_request,medium,email,ava.nguyen,12,
3072,TCK-003072,290,299,2025-08-12,2025-08-12,solved,how_to,medium,email,priya.shah,2,
3073,TCK-003073,290,299,2025-11-27,2025-11-27,solved,onboarding,medium,chat,priya.shah,2,
3074,TCK-003074,290,299,2025-06-25,2025-06-25,solved,bug,medium,in_app,marcus.holm,1,4
3075,TCK-003075,290,299,2026-03-20,,open,bug,low,email,jonas.becker,4,
3076,TCK-003076,290,299,2026-05-08,2026-05-08,solved,feature_request,low,in_app,jonas.becker,1,3
3077,TCK-003077,290,299,2026-08-25,2026-08-25,solved,onboarding,medium,email,jonas.becker,1,5
3078,TCK-003078,290,299,2025-07-09,,open,billing,medium,phone,ava.nguyen,8,
3079,TCK-003079,291,300,2026-01-31,2026-01-31,solved,onboarding,medium,email,jonas.becker,1,
3080,TCK-003080,291,300,2026-01-04,2026-01-04,closed,billing,medium,email,jonas.becker,3,4
3081,TCK-003081,291,300,2026-07-30,2026-07-30,solved,how_to,low,chat,marcus.holm,1,
3082,TCK-003082,291,300,2026-05-30,2026-05-30,closed,how_to,low,in_app,ava.nguyen,1,
3083,TCK-003083,291,300,2026-01-07,2026-01-07,closed,billing,high,email,jonas.becker,1,5
3084,TCK-003084,291,300,2025-12-31,2025-12-31,solved,billing,medium,email,ava.nguyen,1,
3085,TCK-003085,291,300,2025-11-04,2025-11-04,solved,outage,high,email,priya.shah,1,
3086,TCK-003086,292,301,2024-07-18,,open,bug,low,in_app,emma.cole,24,
3087,TCK-003087,292,301,2024-04-05,2024-04-05,solved,onboarding,medium,in_app,ava.nguyen,1,
3088,TCK-003088,292,301,2025-12-12,2025-12-13,solved,how_to,medium,phone,marcus.holm,3,
3089,TCK-003089,292,301,2024-02-16,2024-02-16,solved,bug,medium,email,jonas.becker,1,5
3090,TCK-003090,292,301,2024-08-11,2024-08-11,closed,how_to,medium,in_app,priya.shah,1,
3091,TCK-003091,292,301,2024-04-16,2024-04-16,solved,billing,low,email,priya.shah,4,3
3092,TCK-003092,292,301,2024-07-14,2024-07-15,solved,feature_request,low,in_app,marcus.holm,1,1
3093,TCK-003093,292,301,2024-11-06,2024-11-06,closed,how_to,medium,chat,emma.cole,3,4
3094,TCK-003094,292,301,2024-01-29,2024-01-29,solved,feature_request,high,email,emma.cole,1,2
3095,TCK-003095,292,301,2024-10-23,2024-10-25,solved,how_to,low,in_app,ava.nguyen,16,3
3096,TCK-003096,292,301,2024-05-13,2024-05-13,solved,how_to,medium,email,priya.shah,1,
3097,TCK-003097,292,301,2025-09-19,2025-09-19,solved,bug,medium,in_app,marcus.holm,1,5
3098,TCK-003098,292,301,2025-01-30,2025-01-30,solved,how_to,low,chat,emma.cole,6,
3099,TCK-003099,292,301,2024-12-04,2024-12-04,closed,feature_request,medium,chat,jonas.becker,1,
3100,TCK-003100,292,301,2025-03-24,2025-03-24,solved,bug,high,phone,jonas.becker,1,
3101,TCK-003101,292,301,2025-07-20,2025-07-20,solved,bug,medium,email,ava.nguyen,2,4
3102,TCK-003102,292,301,2023-12-05,2023-12-05,solved,billing,high,email,priya.shah,1,5
3103,TCK-003103,292,301,2025-08-23,2025-08-23,solved,feature_request,low,email,jonas.becker,2,4
3104,TCK-003104,292,301,2023-12-17,2023-12-17,solved,onboarding,high,chat,emma.cole,1,
3105,TCK-003105,292,301,2025-12-05,2025-12-07,solved,how_to,medium,email,emma.cole,16,
3106,TCK-003106,292,301,2025-07-15,2025-07-15,solved,how_to,medium,email,jonas.becker,3,5
3107,TCK-003107,292,301,2025-05-04,2025-05-04,solved,onboarding,urgent,in_app,ava.nguyen,1,
3108,TCK-003108,292,301,2024-06-01,2024-06-01,solved,feature_request,medium,in_app,priya.shah,2,5
3109,TCK-003109,292,301,2024-10-06,2024-10-06,solved,feature_request,medium,in_app,marcus.holm,6,
3110,TCK-003110,292,301,2025-09-13,2025-09-13,solved,bug,low,chat,ava.nguyen,2,4
3111,TCK-003111,292,301,2024-11-18,2024-11-18,solved,feature_request,urgent,email,emma.cole,1,
3112,TCK-003112,292,301,2025-04-23,2025-04-23,solved,bug,low,in_app,priya.shah,1,3
3113,TCK-003113,292,301,2024-09-15,2024-09-15,solved,bug,medium,email,jonas.becker,2,
3114,TCK-003114,292,301,2024-08-26,2024-08-27,closed,how_to,medium,chat,emma.cole,5,3
3115,TCK-003115,292,301,2024-04-01,2024-04-01,solved,billing,high,email,jonas.becker,1,2
3116,TCK-003116,292,301,2024-01-25,2024-01-25,solved,outage,urgent,in_app,priya.shah,1,5
3117,TCK-003117,292,301,2024-07-27,2024-07-27,solved,feature_request,medium,in_app,priya.shah,2,
3118,TCK-003118,293,302,2026-04-02,2026-04-02,solved,onboarding,medium,in_app,ava.nguyen,1,4
3119,TCK-003119,293,302,2024-10-29,2024-10-29,closed,how_to,medium,in_app,marcus.holm,1,
3120,TCK-003120,293,302,2025-07-04,2025-07-04,solved,billing,high,chat,marcus.holm,1,
3121,TCK-003121,293,302,2025-09-24,2025-09-24,solved,bug,medium,email,marcus.holm,1,
3122,TCK-003122,293,302,2025-11-20,2025-11-20,closed,billing,medium,email,emma.cole,2,
3123,TCK-003123,293,302,2025-05-06,2025-05-06,solved,how_to,medium,in_app,ava.nguyen,3,5
3124,TCK-003124,293,302,2026-04-29,2026-04-29,solved,bug,low,email,priya.shah,1,5
3125,TCK-003125,293,302,2024-09-11,2024-09-11,solved,feature_request,high,email,ava.nguyen,1,
3126,TCK-003126,293,302,2026-06-24,2026-06-24,closed,bug,medium,in_app,emma.cole,1,4
3127,TCK-003127,293,302,2026-08-23,2026-08-25,closed,how_to,medium,email,emma.cole,7,4
3128,TCK-003128,293,302,2026-04-02,2026-04-02,solved,billing,low,email,ava.nguyen,1,
3129,TCK-003129,293,302,2025-06-22,2025-06-22,solved,how_to,urgent,chat,marcus.holm,1,4
3130,TCK-003130,293,302,2025-08-02,2025-08-02,solved,bug,medium,in_app,jonas.becker,1,
3131,TCK-003131,293,302,2024-11-30,2024-11-30,solved,billing,low,chat,jonas.becker,5,5
3132,TCK-003132,294,303,2023-11-04,2023-11-06,solved,billing,low,in_app,marcus.holm,4,
3133,TCK-003133,294,303,2024-08-09,2024-08-09,solved,bug,medium,email,emma.cole,1,3
3134,TCK-003134,294,303,2025-05-07,2025-05-07,solved,how_to,high,in_app,emma.cole,1,
3135,TCK-003135,294,303,2024-11-19,2024-11-19,solved,how_to,medium,in_app,jonas.becker,1,4
3136,TCK-003136,294,303,2023-08-14,2023-08-14,solved,how_to,medium,email,jonas.becker,1,4
3137,TCK-003137,294,303,2025-05-10,2025-05-10,solved,how_to,high,in_app,marcus.holm,1,5
3138,TCK-003138,294,303,2024-02-08,2024-02-08,solved,billing,medium,email,priya.shah,4,4
3139,TCK-003139,294,303,2024-07-09,2024-07-09,solved,how_to,medium,in_app,emma.cole,1,5
3140,TCK-003140,295,304,2025-10-03,2025-10-03,solved,how_to,medium,phone,priya.shah,5,
3141,TCK-003141,295,304,2026-02-25,2026-02-25,solved,feature_request,medium,in_app,priya.shah,7,
3142,TCK-003142,295,304,2026-08-08,2026-08-08,solved,bug,low,in_app,marcus.holm,1,
3143,TCK-003143,295,304,2026-02-16,2026-02-16,solved,how_to,high,email,ava.nguyen,1,
3144,TCK-003144,295,304,2025-07-03,2025-07-03,solved,bug,low,in_app,jonas.becker,1,
3145,TCK-003145,296,,2025-08-07,2025-08-07,closed,billing,low,email,jonas.becker,1,5
3146,TCK-003146,296,,2025-08-31,2025-08-31,closed,bug,low,chat,priya.shah,1,4
3147,TCK-003147,296,306,2026-06-22,2026-06-22,solved,how_to,high,in_app,jonas.becker,1,1
3148,TCK-003148,296,306,2026-01-29,2026-01-29,solved,billing,medium,email,jonas.becker,1,
3149,TCK-003149,296,306,2026-04-03,2026-04-03,solved,bug,medium,chat,priya.shah,2,4
3150,TCK-003150,296,305,2024-12-03,2024-12-03,solved,bug,medium,email,priya.shah,1,4
3151,TCK-003151,296,,2025-09-20,2025-09-20,closed,how_to,high,in_app,ava.nguyen,1,
3152,TCK-003152,296,306,2026-01-11,2026-01-11,closed,bug,low,email,ava.nguyen,1,
3153,TCK-003153,296,305,2024-12-06,2024-12-07,solved,how_to,medium,email,emma.cole,9,
3154,TCK-003154,296,305,2024-12-26,2024-12-26,solved,feature_request,low,chat,emma.cole,1,
3155,TCK-003155,296,306,2025-10-27,2025-10-27,solved,feature_request,medium,email,priya.shah,1,
3156,TCK-003156,296,306,2025-12-17,2025-12-18,closed,how_to,medium,in_app,ava.nguyen,4,5
3157,TCK-003157,296,306,2026-03-29,2026-03-29,solved,how_to,medium,in_app,marcus.holm,3,
3158,TCK-003158,296,,2025-04-06,2025-04-06,solved,feature_request,medium,chat,ava.nguyen,1,
3159,TCK-003159,296,,2025-05-08,2025-05-09,solved,bug,medium,in_app,priya.shah,5,5
3160,TCK-003160,296,,2025-08-16,2025-08-16,solved,onboarding,urgent,email,emma.cole,1,4
3161,TCK-003161,296,306,2026-03-15,2026-03-15,solved,onboarding,low,chat,ava.nguyen,2,
3162,TCK-003162,296,,2025-06-03,,open,how_to,low,chat,priya.shah,4,
3163,TCK-003163,296,306,2025-10-24,2025-10-24,closed,feature_request,medium,email,priya.shah,2,
3164,TCK-003164,296,,2025-05-23,2025-05-23,solved,how_to,high,email,priya.shah,1,
3165,TCK-003165,296,306,2026-01-27,2026-01-27,closed,how_to,low,email,jonas.becker,1,
3166,TCK-003166,296,305,2024-12-30,,open,bug,medium,email,marcus.holm,24,
3167,TCK-003167,296,306,2025-10-04,2025-10-05,solved,billing,medium,phone,emma.cole,5,
3168,TCK-003168,296,306,2025-10-09,2025-10-09,closed,feature_request,medium,in_app,jonas.becker,1,5
3169,TCK-003169,296,305,2024-10-21,2024-10-21,solved,bug,medium,email,marcus.holm,1,1
3170,TCK-003170,296,306,2026-01-27,,open,bug,medium,email,priya.shah,,
3171,TCK-003171,296,306,2025-10-13,2025-10-13,closed,feature_request,low,in_app,marcus.holm,1,5
3172,TCK-003172,296,306,2026-07-12,2026-07-13,solved,how_to,medium,email,marcus.holm,3,3
3173,TCK-003173,296,,2025-07-22,2025-07-22,solved,bug,high,email,priya.shah,1,3
3174,TCK-003174,296,305,2024-12-08,2024-12-08,closed,feature_request,medium,phone,jonas.becker,3,2
3175,TCK-003175,296,305,2024-11-06,2024-11-06,closed,bug,medium,email,marcus.holm,1,1
3176,TCK-003176,296,306,2026-05-08,2026-05-08,closed,how_to,medium,email,marcus.holm,1,
3177,TCK-003177,296,,2025-09-18,2025-09-18,solved,feature_request,high,email,jonas.becker,1,
3178,TCK-003178,296,306,2026-01-26,2026-01-26,solved,how_to,medium,email,jonas.becker,1,
3179,TCK-003179,296,306,2026-06-14,2026-06-14,closed,how_to,urgent,in_app,marcus.holm,2,
3180,TCK-003180,296,306,2026-04-28,,open,bug,low,in_app,jonas.becker,2,
3181,TCK-003181,296,306,2026-06-25,2026-06-25,solved,billing,low,in_app,emma.cole,2,4
3182,TCK-003182,298,308,2024-12-31,2025-01-01,solved,bug,low,in_app,marcus.holm,9,
3183,TCK-003183,298,308,2023-12-09,2023-12-09,solved,onboarding,low,phone,emma.cole,1,
3184,TCK-003184,298,308,2025-04-03,2025-04-04,solved,outage,high,email,marcus.holm,8,5
3185,TCK-003185,298,308,2024-06-24,2024-06-24,solved,how_to,high,in_app,ava.nguyen,1,5
3186,TCK-003186,298,308,2026-02-23,2026-02-23,solved,outage,high,in_app,ava.nguyen,1,
3187,TCK-003187,298,308,2026-05-06,2026-05-06,closed,how_to,low,email,emma.cole,1,
3188,TCK-003188,298,308,2025-01-15,2025-01-15,solved,bug,low,email,priya.shah,1,4
3189,TCK-003189,298,308,2025-10-03,2025-10-03,solved,outage,high,email,emma.cole,1,
3190,TCK-003190,298,308,2024-05-03,2024-05-03,closed,bug,medium,chat,priya.shah,3,4
3191,TCK-003191,298,308,2026-07-25,,open,bug,low,email,jonas.becker,2,
3192,TCK-003192,298,308,2024-12-19,2024-12-19,solved,billing,low,email,ava.nguyen,1,5
3193,TCK-003193,299,309,2026-08-05,2026-08-06,solved,feature_request,low,email,marcus.holm,6,3
3194,TCK-003194,299,309,2026-05-17,2026-05-17,solved,how_to,medium,in_app,emma.cole,1,
3195,TCK-003195,299,309,2026-06-02,2026-06-03,closed,how_to,medium,in_app,jonas.becker,8,
3196,TCK-003196,299,309,2026-02-03,2026-02-04,solved,billing,medium,in_app,jonas.becker,3,
3197,TCK-003197,299,309,2026-01-27,2026-01-28,closed,bug,medium,email,priya.shah,9,5
3198,TCK-003198,299,309,2025-09-14,2025-09-14,solved,billing,medium,email,emma.cole,6,5
3199,TCK-003199,299,309,2025-12-09,2025-12-10,solved,billing,medium,chat,ava.nguyen,11,
3200,TCK-003200,299,309,2026-04-01,2026-04-01,solved,how_to,low,in_app,marcus.holm,1,4
3201,TCK-003201,300,310,2025-12-06,2025-12-06,solved,feature_request,high,email,marcus.holm,3,
3202,TCK-003202,300,310,2026-01-24,2026-01-25,solved,bug,medium,email,marcus.holm,8,
3203,TCK-003203,300,310,2024-10-05,2024-10-05,solved,feature_request,low,email,jonas.becker,1,4
3204,TCK-003204,300,310,2025-09-25,2025-09-26,solved,how_to,medium,email,ava.nguyen,8,
3205,TCK-003205,300,310,2026-08-05,,open,onboarding,medium,chat,emma.cole,24,
3206,TCK-003206,300,310,2026-01-11,2026-01-11,solved,how_to,medium,in_app,priya.shah,2,5
3207,TCK-003207,300,310,2024-09-20,2024-09-21,closed,how_to,low,email,emma.cole,11,4
3208,TCK-003208,300,310,2025-12-31,2026-01-01,solved,how_to,medium,chat,jonas.becker,7,
3209,TCK-003209,300,310,2025-04-06,2025-04-06,solved,bug,high,in_app,emma.cole,1,5
3210,TCK-003210,300,310,2025-06-03,2025-06-03,solved,bug,medium,in_app,jonas.becker,2,
3211,TCK-003211,300,310,2024-10-12,2024-10-12,solved,billing,low,in_app,priya.shah,1,
3212,TCK-003212,300,310,2026-03-15,,open,feature_request,medium,chat,jonas.becker,,
3213,TCK-003213,300,310,2024-08-01,2024-08-01,solved,how_to,medium,in_app,priya.shah,4,5
3214,TCK-003214,300,310,2026-04-10,2026-04-10,solved,how_to,medium,email,jonas.becker,1,
3215,TCK-003215,300,310,2024-10-02,2024-10-04,closed,billing,low,in_app,marcus.holm,6,
3216,TCK-003216,300,310,2025-06-13,2025-06-13,solved,how_to,medium,email,priya.shah,1,2
3217,TCK-003217,300,310,2024-11-08,2024-11-08,solved,how_to,medium,in_app,priya.shah,1,4
3218,TCK-003218,300,310,2026-06-17,2026-06-19,solved,billing,medium,email,priya.shah,5,
3219,TCK-003219,300,310,2026-01-19,2026-01-19,solved,feature_request,urgent,email,jonas.becker,1,5
3220,TCK-003220,300,310,2024-08-08,,open,how_to,low,email,marcus.holm,8,
3221,TCK-003221,300,310,2026-02-10,2026-02-10,solved,how_to,low,in_app,emma.cole,1,
3222,TCK-003222,300,310,2025-07-03,2025-07-03,solved,feature_request,urgent,in_app,priya.shah,1,
3223,TCK-003223,300,310,2024-12-13,2024-12-13,closed,how_to,low,in_app,jonas.becker,1,5
3224,TCK-003224,300,310,2025-11-19,2025-11-19,closed,how_to,low,phone,emma.cole,1,
3225,TCK-003225,300,310,2025-08-12,2025-08-12,solved,billing,low,email,emma.cole,2,
3226,TCK-003226,300,310,2025-02-11,2025-02-11,solved,how_to,high,email,ava.nguyen,1,
3227,TCK-003227,300,310,2025-11-27,2025-11-28,closed,bug,medium,email,priya.shah,6,5
3228,TCK-003228,300,310,2024-11-14,2024-11-17,solved,how_to,low,chat,emma.cole,14,5
3229,TCK-003229,300,310,2025-09-24,2025-09-24,closed,how_to,medium,email,jonas.becker,1,
3230,TCK-003230,300,310,2024-07-09,2024-07-09,solved,billing,low,email,emma.cole,2,3
3231,TCK-003231,301,311,2026-01-12,2026-01-12,solved,onboarding,low,chat,ava.nguyen,2,4
3232,TCK-003232,301,311,2024-06-09,2024-06-09,closed,bug,medium,in_app,ava.nguyen,1,4
3233,TCK-003233,301,311,2024-10-12,2024-10-12,solved,onboarding,low,email,priya.shah,3,5
3234,TCK-003234,301,311,2025-04-03,2025-04-03,solved,how_to,medium,phone,jonas.becker,1,2
3235,TCK-003235,301,311,2024-11-03,2024-11-03,solved,feature_request,medium,in_app,priya.shah,1,
3236,TCK-003236,301,311,2025-03-05,2025-03-05,solved,bug,medium,chat,ava.nguyen,1,
3237,TCK-003237,301,311,2025-03-16,,open,how_to,urgent,email,unassigned,4,
3238,TCK-003238,301,311,2024-04-03,2024-04-03,solved,bug,medium,chat,emma.cole,1,
3239,TCK-003239,301,311,2024-11-23,2024-11-23,closed,bug,low,chat,priya.shah,1,
3240,TCK-003240,301,311,2026-01-05,2026-01-05,closed,bug,urgent,email,priya.shah,1,5
3241,TCK-003241,301,311,2025-11-21,2025-11-21,closed,billing,low,in_app,marcus.holm,1,3
3242,TCK-003242,301,311,2025-04-23,,open,onboarding,low,email,priya.shah,2,
3243,TCK-003243,301,311,2024-07-02,2024-07-02,closed,bug,high,email,emma.cole,1,
3244,TCK-003244,301,311,2025-09-21,2025-09-21,closed,how_to,medium,email,marcus.holm,1,2
3245,TCK-003245,301,311,2024-04-12,2024-04-12,solved,onboarding,low,email,jonas.becker,1,5
3246,TCK-003246,301,311,2025-10-05,2025-10-05,solved,feature_request,medium,chat,marcus.holm,1,3
3247,TCK-003247,301,311,2025-05-01,2025-05-01,closed,onboarding,medium,chat,priya.shah,1,
3248,TCK-003248,301,311,2025-12-30,2025-12-30,closed,how_to,medium,in_app,ava.nguyen,1,
3249,TCK-003249,301,311,2026-07-31,2026-07-31,closed,how_to,high,in_app,priya.shah,1,
3250,TCK-003250,301,311,2025-07-30,2025-07-30,solved,how_to,urgent,email,priya.shah,1,5
3251,TCK-003251,301,311,2024-08-21,2024-08-21,solved,onboarding,medium,email,priya.shah,1,
3252,TCK-003252,301,311,2026-03-23,2026-03-23,solved,feature_request,medium,email,priya.shah,1,
3253,TCK-003253,302,312,2025-08-19,2025-08-19,solved,bug,high,chat,priya.shah,1,5
3254,TCK-003254,303,313,2025-10-25,2025-10-25,solved,how_to,medium,in_app,ava.nguyen,2,
3255,TCK-003255,303,313,2023-01-22,2023-01-22,solved,feature_request,medium,email,ava.nguyen,2,
3256,TCK-003256,303,313,2023-08-24,2023-08-24,solved,how_to,medium,in_app,priya.shah,2,
3257,TCK-003257,303,313,2023-07-25,2023-07-28,solved,billing,medium,in_app,marcus.holm,17,
3258,TCK-003258,303,313,2023-02-06,2023-02-06,solved,billing,low,email,ava.nguyen,1,
3259,TCK-003259,303,313,2024-06-29,2024-06-29,closed,feature_request,low,chat,ava.nguyen,3,
3260,TCK-003260,303,313,2024-01-01,2024-01-01,closed,bug,low,email,priya.shah,1,
3261,TCK-003261,303,313,2025-10-15,2025-10-15,solved,billing,high,in_app,marcus.holm,1,5
3262,TCK-003262,303,313,2024-04-17,2024-04-19,solved,bug,medium,email,marcus.holm,5,4
3263,TCK-003263,303,313,2023-06-13,2023-06-13,solved,outage,high,chat,priya.shah,1,1
3264,TCK-003264,303,313,2024-02-26,2024-02-26,solved,bug,high,phone,jonas.becker,1,3
3265,TCK-003265,303,313,2023-05-02,2023-05-03,solved,bug,low,in_app,emma.cole,2,
3266,TCK-003266,303,313,2025-12-15,2025-12-15,solved,bug,medium,in_app,ava.nguyen,2,
3267,TCK-003267,303,313,2024-04-03,2024-04-03,solved,feature_request,medium,email,marcus.holm,1,
3268,TCK-003268,303,313,2023-09-11,2023-09-12,solved,how_to,low,in_app,emma.cole,7,
3269,TCK-003269,303,313,2023-08-24,2023-08-24,closed,bug,urgent,email,ava.nguyen,1,2
3270,TCK-003270,303,313,2024-04-08,2024-04-08,closed,billing,low,email,ava.nguyen,5,4
3271,TCK-003271,303,313,2025-03-19,2025-03-19,solved,onboarding,medium,email,jonas.becker,3,5
3272,TCK-003272,303,313,2024-11-24,2024-11-24,solved,onboarding,low,email,marcus.holm,1,4
3273,TCK-003273,303,313,2026-01-14,2026-01-14,solved,how_to,low,in_app,emma.cole,3,
3274,TCK-003274,303,313,2023-09-23,2023-09-23,solved,onboarding,medium,email,priya.shah,2,
3275,TCK-003275,303,313,2023-01-16,2023-01-16,solved,how_to,high,in_app,jonas.becker,1,
3276,TCK-003276,303,313,2024-01-13,2024-01-14,solved,how_to,high,in_app,ava.nguyen,10,4
3277,TCK-003277,304,314,2026-03-26,2026-03-26,solved,how_to,urgent,in_app,marcus.holm,1,
3278,TCK-003278,304,314,2024-11-21,2024-11-21,closed,billing,low,chat,jonas.becker,2,
3279,TCK-003279,304,314,2026-06-27,2026-06-27,solved,bug,medium,in_app,marcus.holm,6,
3280,TCK-003280,304,314,2025-07-17,2025-07-17,solved,bug,medium,email,marcus.holm,4,
3281,TCK-003281,304,314,2025-09-08,2025-09-08,closed,outage,urgent,email,ava.nguyen,1,
3282,TCK-003282,304,314,2023-05-04,2023-05-04,closed,how_to,low,phone,emma.cole,3,5
3283,TCK-003283,304,314,2025-04-22,2025-04-22,solved,billing,high,chat,emma.cole,1,
3284,TCK-003284,304,314,2025-01-15,2025-01-15,solved,how_to,low,email,emma.cole,2,5
3285,TCK-003285,304,314,2025-03-23,,open,onboarding,low,chat,priya.shah,2,
3286,TCK-003286,304,314,2025-03-22,2025-03-22,closed,bug,low,email,priya.shah,2,
3287,TCK-003287,304,314,2025-11-25,2025-11-25,solved,bug,low,in_app,ava.nguyen,1,5
3288,TCK-003288,304,314,2024-02-11,2024-02-12,closed,how_to,medium,in_app,priya.shah,7,
3289,TCK-003289,304,314,2023-12-02,2023-12-02,closed,feature_request,medium,chat,jonas.becker,1,
3290,TCK-003290,304,314,2023-07-17,2023-07-17,closed,how_to,low,chat,jonas.becker,3,5
3291,TCK-003291,304,314,2023-08-20,2023-08-21,solved,feature_request,medium,chat,ava.nguyen,8,
3292,TCK-003292,304,314,2024-06-01,2024-06-02,solved,how_to,low,chat,marcus.holm,3,5
3293,TCK-003293,304,314,2026-03-08,2026-03-08,solved,onboarding,low,in_app,marcus.holm,1,2
3294,TCK-003294,304,314,2026-07-06,2026-07-06,solved,how_to,high,email,priya.shah,4,4
3295,TCK-003295,304,314,2023-06-13,2023-06-13,solved,feature_request,high,in_app,marcus.holm,1,4
3296,TCK-003296,304,314,2025-08-22,2025-08-23,solved,bug,medium,email,jonas.becker,7,5
3297,TCK-003297,304,314,2025-11-27,2025-11-27,closed,how_to,low,in_app,marcus.holm,2,4
3298,TCK-003298,304,314,2025-11-19,,open,bug,high,chat,jonas.becker,24,
3299,TCK-003299,304,314,2025-02-01,2025-02-01,solved,bug,high,in_app,priya.shah,1,4
3300,TCK-003300,304,314,2025-02-17,2025-02-17,solved,how_to,urgent,email,priya.shah,1,
3301,TCK-003301,304,314,2026-02-08,,open,onboarding,high,phone,emma.cole,8,
3302,TCK-003302,304,314,2026-01-05,2026-01-05,closed,bug,high,in_app,ava.nguyen,1,5
3303,TCK-003303,304,314,2024-12-22,2024-12-22,solved,bug,medium,email,ava.nguyen,4,
3304,TCK-003304,304,314,2026-06-07,2026-06-07,closed,how_to,medium,in_app,ava.nguyen,1,
3305,TCK-003305,304,314,2026-02-07,2026-02-07,solved,billing,low,in_app,jonas.becker,1,3
3306,TCK-003306,304,314,2023-11-02,2023-11-02,solved,feature_request,high,email,jonas.becker,4,
3307,TCK-003307,304,314,2025-06-08,2025-06-08,solved,billing,low,email,ava.nguyen,1,
3308,TCK-003308,304,314,2023-04-24,2023-04-24,solved,bug,urgent,phone,marcus.holm,1,
3309,TCK-003309,304,314,2026-01-26,2026-01-26,solved,how_to,medium,email,jonas.becker,5,4
3310,TCK-003310,304,314,2026-04-12,2026-04-12,solved,feature_request,low,chat,jonas.becker,1,
3311,TCK-003311,304,314,2023-12-08,2023-12-08,solved,how_to,high,phone,emma.cole,1,
3312,TCK-003312,304,314,2022-10-20,2022-10-20,closed,onboarding,medium,in_app,marcus.holm,1,
3313,TCK-003313,304,314,2023-04-29,2023-04-29,closed,onboarding,high,email,jonas.becker,1,5
3314,TCK-003314,304,314,2024-08-26,2024-08-26,solved,bug,medium,in_app,emma.cole,2,
3315,TCK-003315,304,314,2024-06-05,2024-06-05,solved,bug,high,phone,marcus.holm,1,
3316,TCK-003316,304,314,2025-09-26,2025-09-26,solved,how_to,low,email,ava.nguyen,6,
3317,TCK-003317,304,314,2024-02-17,2024-02-17,solved,feature_request,medium,in_app,marcus.holm,5,
3318,TCK-003318,304,314,2025-10-26,2025-10-26,solved,onboarding,low,email,priya.shah,1,
3319,TCK-003319,304,314,2026-06-26,2026-06-26,closed,bug,low,email,marcus.holm,2,4
3320,TCK-003320,304,314,2023-02-25,2023-02-25,solved,feature_request,medium,email,marcus.holm,1,
3321,TCK-003321,304,314,2026-02-24,2026-02-24,solved,bug,medium,email,priya.shah,1,
3322,TCK-003322,304,314,2022-12-11,2022-12-11,solved,bug,low,email,ava.nguyen,1,
3323,TCK-003323,304,314,2024-01-28,2024-01-28,solved,bug,medium,email,jonas.becker,1,4
3324,TCK-003324,304,314,2025-05-21,2025-05-21,solved,billing,medium,email,jonas.becker,1,
3325,TCK-003325,304,314,2026-08-26,2026-08-26,solved,bug,low,chat,priya.shah,1,5
3326,TCK-003326,304,314,2025-07-19,2025-07-20,solved,onboarding,low,in_app,ava.nguyen,2,4
