subscription_history_id,subscription_id,customer_id,plan_id,seats,billing_interval,mrr,status,valid_from,valid_to,is_current
774,334,324,3,198,monthly,19602.00,active,2026-01-02,2026-02-18,false
775,334,324,4,198,annual,24585.00,active,2026-02-18,9999-12-31,true
776,335,325,3,14,monthly,1386.00,active,2025-12-14,2026-01-14,false
777,335,325,4,14,annual,1738.33,active,2026-01-14,9999-12-31,true
778,336,326,3,25,annual,2062.50,active,2025-07-01,2026-06-01,false
779,336,326,3,27,annual,2227.50,active,2026-06-01,9999-12-31,true
780,337,327,4,32,annual,3973.33,active,2026-02-22,2026-06-05,false
781,338,328,1,4,monthly,116.00,active,2023-01-10,2025-11-24,false
782,338,328,2,4,monthly,236.00,active,2025-11-24,2026-01-14,false
783,339,329,2,19,monthly,1121.00,active,2024-11-20,2025-04-21,false
784,340,330,3,3,annual,247.50,active,2024-01-01,2025-02-01,false
785,340,330,3,4,annual,330.00,active,2025-02-01,2025-06-24,false
786,340,330,4,4,annual,496.67,active,2025-06-24,9999-12-31,true
787,341,331,4,137,annual,17010.83,active,2026-05-25,2026-08-23,false
788,341,331,4,150,annual,18625.00,active,2026-08-23,9999-12-31,true
789,342,332,3,28,monthly,2772.00,active,2026-03-11,2026-07-08,false
790,342,332,4,28,annual,3476.67,active,2026-07-08,9999-12-31,true
791,343,333,2,15,annual,737.50,active,2026-07-12,9999-12-31,true
792,344,334,3,56,monthly,5544.00,active,2023-04-06,2023-11-10,false
793,344,334,3,61,monthly,6039.00,active,2023-11-10,2024-12-07,false
794,344,334,3,72,monthly,7128.00,active,2024-12-07,2026-04-01,false
795,344,334,4,72,annual,8940.00,active,2026-04-01,9999-12-31,true
796,345,335,1,6,monthly,174.00,active,2025-08-01,2025-12-01,false
797,345,335,1,7,monthly,203.00,active,2025-12-01,2026-03-26,false
798,346,336,1,5,monthly,145.00,active,2026-08-20,9999-12-31,true
799,347,337,3,57,annual,4702.50,active,2025-11-13,9999-12-31,true
800,348,338,3,340,annual,28050.00,active,2024-02-14,2024-09-14,false
801,348,338,3,256,annual,21120.00,active,2024-09-14,2025-12-07,false
802,348,338,2,50,annual,2458.33,active,2025-12-07,2026-02-21,false
803,348,338,1,10,monthly,290.00,active,2026-02-21,2026-03-16,false
804,349,339,1,3,monthly,87.00,active,2025-06-28,9999-12-31,true
805,350,340,2,5,monthly,295.00,active,2024-02-29,2024-06-16,false
806,351,341,4,51,annual,6332.50,active,2025-01-11,2025-02-22,false
807,351,341,4,59,annual,7325.83,active,2025-02-22,2025-08-07,false
808,352,342,4,142,annual,17631.67,active,2025-06-05,2026-03-25,false
809,352,342,4,172,annual,21356.67,active,2026-03-25,2026-04-11,false
810,352,342,4,157,annual,19494.17,active,2026-04-11,9999-12-31,true
811,353,343,4,285,annual,35387.50,active,2026-01-03,2026-04-10,false
812,353,343,4,332,annual,41223.33,active,2026-04-10,9999-12-31,true
813,354,344,1,2,monthly,58.00,active,2023-04-02,2025-09-09,false
814,354,344,1,3,monthly,87.00,active,2025-09-09,9999-12-31,true
815,355,345,4,681,annual,84557.50,active,2025-01-21,2025-04-05,false
816,355,345,4,598,annual,74251.67,active,2025-04-05,2025-09-14,false
817,355,345,4,670,annual,83191.67,active,2025-09-14,9999-12-31,true
818,356,346,4,167,annual,20735.83,active,2023-09-10,2023-10-08,false
819,356,346,4,182,annual,22598.33,active,2023-10-08,2024-08-24,false
820,356,346,4,215,annual,26695.83,active,2024-08-24,2024-11-07,false
821,357,346,4,168,annual,20860.00,active,2025-07-12,9999-12-31,true
822,358,347,2,6,monthly,354.00,active,2025-03-05,2025-07-10,false
823,359,348,3,8,monthly,792.00,active,2024-07-15,2025-02-04,false
824,359,348,3,9,monthly,891.00,active,2025-02-04,9999-12-31,true
825,360,349,4,39,annual,4842.50,active,2026-07-18,2026-08-17,false
826,360,349,4,45,annual,5587.50,active,2026-08-17,9999-12-31,true
827,361,350,4,33,annual,4097.50,active,2025-12-05,9999-12-31,true
828,362,351,1,3,monthly,87.00,active,2025-05-20,2025-12-12,false
829,362,351,1,4,monthly,116.00,active,2025-12-12,9999-12-31,true
830,363,352,1,5,monthly,145.00,active,2023-09-05,2023-11-20,false
831,363,352,1,6,monthly,174.00,active,2023-11-20,2024-08-18,false
832,364,353,1,10,monthly,290.00,active,2025-11-17,9999-12-31,true
833,365,354,2,9,monthly,531.00,active,2026-06-08,2026-07-04,false
834,365,354,2,7,monthly,413.00,active,2026-07-04,9999-12-31,true
835,366,355,1,8,monthly,232.00,active,2026-01-30,2026-05-09,false
836,366,355,1,9,monthly,261.00,active,2026-05-09,2026-07-29,false
837,367,356,2,50,annual,2458.33,active,2024-03-12,9999-12-31,true
838,368,357,1,10,monthly,290.00,active,2025-06-16,9999-12-31,true
839,369,358,2,13,annual,639.17,active,2022-12-17,2024-07-01,false
840,370,359,3,12,annual,990.00,active,2022-07-26,2022-10-16,false
841,370,359,4,12,annual,1490.00,active,2022-10-16,2023-01-28,false
842,370,359,4,14,annual,1738.33,active,2023-01-28,2023-04-17,false
843,370,359,4,15,annual,1862.50,active,2023-04-17,2024-09-16,false
844,370,359,4,16,annual,1986.67,active,2024-09-16,9999-12-31,true
845,371,360,2,6,annual,295.00,active,2024-12-29,2025-07-20,false
846,371,360,3,6,annual,495.00,active,2025-07-20,2025-10-18,false
847,371,360,3,7,annual,577.50,active,2025-10-18,2025-12-14,false
848,371,360,2,7,annual,344.17,active,2025-12-14,2026-05-16,false
849,371,360,3,7,annual,577.50,active,2026-05-16,9999-12-31,true
850,372,361,1,4,monthly,116.00,active,2026-05-17,9999-12-31,true
851,373,362,2,2,monthly,118.00,active,2024-07-03,2024-09-14,false
852,373,362,2,3,monthly,177.00,active,2024-09-14,2025-07-01,false
853,373,362,2,4,monthly,236.00,active,2025-07-01,2025-08-01,false
854,373,362,3,4,monthly,396.00,active,2025-08-01,2025-09-10,false
855,374,363,2,15,monthly,885.00,active,2026-06-30,9999-12-31,true
856,375,364,3,76,annual,6270.00,active,2025-02-13,2025-05-18,false
857,375,364,2,50,annual,2458.33,active,2025-05-18,2025-12-23,false
858,375,364,3,50,annual,4125.00,active,2025-12-23,9999-12-31,true
859,376,365,1,5,monthly,145.00,active,2025-10-13,2025-11-25,false
860,376,365,1,6,monthly,174.00,active,2025-11-25,2026-08-24,false
861,377,366,3,29,monthly,2871.00,active,2024-09-10,2026-06-29,false
862,377,366,3,33,monthly,3267.00,active,2026-06-29,9999-12-31,true
863,378,367,1,10,monthly,290.00,active,2023-07-05,2023-10-25,false
864,379,368,3,22,monthly,2178.00,active,2024-01-31,2024-02-12,false
865,379,368,3,23,monthly,2277.00,active,2024-02-12,2025-07-04,false
866,379,368,3,24,monthly,2376.00,active,2025-07-04,9999-12-31,true
867,380,369,2,21,annual,1032.50,active,2023-06-01,2023-09-17,false
868,381,369,2,13,annual,639.17,active,2024-05-26,2025-04-16,false
869,381,369,2,14,annual,688.33,active,2025-04-16,9999-12-31,true
870,382,370,2,11,monthly,649.00,active,2025-04-20,2025-06-25,false
871,383,371,4,15,annual,1862.50,active,2024-10-29,2025-05-10,false
872,383,371,4,17,annual,2110.83,active,2025-05-10,2026-05-07,false
873,383,371,4,15,annual,1862.50,active,2026-05-07,9999-12-31,true
874,384,372,4,125,annual,15520.83,active,2026-07-20,9999-12-31,true
875,385,373,1,10,monthly,290.00,active,2025-07-04,2025-11-23,false
876,386,374,3,17,annual,1402.50,active,2025-12-24,9999-12-31,true
877,387,375,1,10,monthly,290.00,active,2024-11-24,2025-12-25,false
878,388,376,1,8,monthly,232.00,active,2025-02-11,2025-08-06,false
879,388,376,2,8,monthly,472.00,active,2025-08-06,2025-12-12,false
880,389,377,3,12,annual,990.00,active,2022-09-29,2023-01-31,false
881,389,377,4,12,annual,1490.00,active,2023-01-31,2023-02-19,false
882,389,377,4,14,annual,1738.33,active,2023-02-19,2023-06-21,false
883,389,377,4,12,annual,1490.00,active,2023-06-21,2023-10-04,false
884,389,377,4,14,annual,1738.33,active,2023-10-04,2023-12-01,false
885,389,377,4,11,annual,1365.83,active,2023-12-01,2024-03-25,false
886,389,377,4,13,annual,1614.17,active,2024-03-25,2024-05-27,false
887,389,377,4,10,annual,1241.67,active,2024-05-27,2024-12-28,false
888,389,377,3,10,annual,825.00,active,2024-12-28,2025-08-17,false
889,389,377,4,10,annual,1241.67,active,2025-08-17,2025-09-09,false
890,389,377,4,11,annual,1365.83,active,2025-09-09,2025-10-16,false
891,389,377,4,10,annual,1241.67,active,2025-10-16,9999-12-31,true
892,390,378,1,6,monthly,174.00,active,2026-07-16,9999-12-31,true
893,391,379,2,50,annual,2458.33,active,2024-06-11,9999-12-31,true
894,392,380,1,4,monthly,116.00,active,2026-07-26,9999-12-31,true
895,393,381,1,10,monthly,290.00,active,2025-07-13,2025-10-17,false
896,394,382,3,15,annual,1237.50,active,2022-08-06,2024-06-27,false
897,394,382,2,15,annual,737.50,active,2024-06-27,2024-08-11,false
898,394,382,2,18,annual,885.00,active,2024-08-11,2025-04-14,false
899,394,382,2,16,annual,786.67,active,2025-04-14,9999-12-31,true
900,395,383,4,30,annual,3725.00,active,2026-04-07,9999-12-31,true
901,396,384,3,30,annual,2475.00,active,2025-03-14,2025-07-12,false
902,396,384,3,35,annual,2887.50,active,2025-07-12,2025-08-24,false
903,397,384,3,27,monthly,2673.00,active,2025-11-19,9999-12-31,true
904,398,385,2,7,monthly,413.00,active,2024-09-15,2025-11-10,false
905,398,385,2,8,monthly,472.00,active,2025-11-10,9999-12-31,true
906,399,386,3,15,annual,1237.50,active,2025-12-17,2026-06-21,false
907,399,386,3,18,annual,1485.00,active,2026-06-21,9999-12-31,true
908,400,387,3,20,annual,1650.00,active,2025-10-13,9999-12-31,true
909,401,388,2,11,annual,540.83,active,2025-06-09,9999-12-31,true
910,402,389,1,10,monthly,290.00,active,2024-01-24,2024-02-15,false
911,402,389,2,10,monthly,590.00,active,2024-02-15,2024-03-05,false
912,402,389,3,10,monthly,990.00,active,2024-03-05,2024-10-12,false
913,402,389,3,11,monthly,1089.00,active,2024-10-12,2025-04-13,false
914,403,390,2,10,monthly,590.00,active,2024-10-14,9999-12-31,true
915,404,391,2,6,annual,295.00,active,2026-08-14,9999-12-31,true
916,405,392,4,259,annual,32159.17,active,2026-01-15,2026-08-15,false
917,405,392,4,279,annual,34642.50,active,2026-08-15,9999-12-31,true
918,406,393,3,37,monthly,3663.00,active,2024-12-05,2025-03-06,false
919,407,394,3,332,monthly,32868.00,active,2024-06-06,2025-06-19,false
920,407,394,3,386,monthly,38214.00,active,2025-06-19,2026-07-04,false
921,407,394,4,386,annual,47928.33,active,2026-07-04,9999-12-31,true
922,408,395,3,38,annual,3135.00,active,2025-09-10,9999-12-31,true
923,409,396,2,2,monthly,118.00,active,2025-02-05,2025-07-19,false
924,409,396,3,2,monthly,198.00,active,2025-07-19,9999-12-31,true
925,410,397,4,155,annual,19245.83,active,2023-10-12,2024-01-21,false
926,411,398,1,4,monthly,116.00,active,2024-08-31,2025-09-20,false
927,411,398,2,4,monthly,236.00,active,2025-09-20,9999-12-31,true
928,412,399,2,3,annual,147.50,active,2025-10-05,2026-03-15,false
929,413,400,3,395,annual,32587.50,active,2026-06-13,9999-12-31,true
930,414,401,2,11,monthly,649.00,active,2024-06-24,2024-11-08,false
931,414,401,3,11,monthly,1089.00,active,2024-11-08,2025-05-13,false
932,414,401,3,13,monthly,1287.00,active,2025-05-13,2026-04-22,false
933,414,401,3,14,monthly,1386.00,active,2026-04-22,9999-12-31,true
934,415,402,1,10,monthly,290.00,active,2025-06-28,2026-07-23,false
935,415,402,1,9,monthly,261.00,active,2026-07-23,9999-12-31,true
936,416,403,4,177,annual,21977.50,active,2026-03-02,9999-12-31,true
937,417,404,2,18,annual,885.00,active,2025-06-26,2025-10-08,false
938,417,404,2,20,annual,983.33,active,2025-10-08,2026-03-08,false
939,418,405,1,5,monthly,145.00,active,2023-10-21,2024-04-06,false
940,418,405,2,5,monthly,295.00,active,2024-04-06,2024-07-05,false
941,418,405,3,5,monthly,495.00,active,2024-07-05,2025-05-16,false
942,419,406,2,7,monthly,413.00,active,2023-06-08,2025-12-26,false
943,420,407,2,31,annual,1524.17,active,2022-12-07,2023-04-09,false
944,420,407,2,35,annual,1720.83,active,2023-04-09,2023-08-31,false
945,420,407,2,38,annual,1868.33,active,2023-08-31,2024-05-24,false
946,420,407,2,46,annual,2261.67,active,2024-05-24,2024-11-17,false
947,420,407,2,37,annual,1819.17,active,2024-11-17,2025-05-07,false
948,420,407,2,43,annual,2114.17,active,2025-05-07,2025-10-04,false
949,420,407,2,50,annual,2458.33,active,2025-10-04,9999-12-31,true
950,421,408,2,4,monthly,236.00,active,2025-10-24,2026-03-13,false
951,422,409,2,25,annual,1229.17,active,2024-09-15,2024-11-01,false
952,422,409,2,28,annual,1376.67,active,2024-11-01,2025-02-22,false
953,422,409,2,34,annual,1671.67,active,2025-02-22,2025-03-25,false
954,422,409,2,40,annual,1966.67,active,2025-03-25,2025-04-09,false
955,422,409,2,45,annual,2212.50,active,2025-04-09,2025-09-12,false
956,422,409,2,50,annual,2458.33,active,2025-09-12,9999-12-31,true
957,423,410,3,28,annual,2310.00,active,2025-08-26,2026-05-31,false
958,423,410,2,28,annual,1376.67,active,2026-05-31,9999-12-31,true
959,424,411,3,47,monthly,4653.00,active,2026-03-14,2026-05-03,false
960,424,411,2,47,monthly,2773.00,active,2026-05-03,2026-06-19,false
961,424,411,2,50,monthly,2950.00,active,2026-06-19,9999-12-31,true
962,425,412,1,10,monthly,290.00,active,2023-05-08,2024-07-04,false
963,425,412,2,10,monthly,590.00,active,2024-07-04,2025-03-04,false
964,425,412,2,11,monthly,649.00,active,2025-03-04,9999-12-31,true
965,426,413,2,25,monthly,1475.00,active,2025-02-24,2025-12-10,false
966,427,414,2,8,annual,393.33,active,2024-11-13,9999-12-31,true
967,428,415,1,4,monthly,116.00,active,2026-07-28,9999-12-31,true
968,429,416,2,29,annual,1425.83,active,2025-11-29,2026-03-07,false
969,429,416,2,33,annual,1622.50,active,2026-03-07,2026-08-07,false
970,429,416,3,33,annual,2722.50,active,2026-08-07,9999-12-31,true
971,430,417,1,2,monthly,58.00,active,2025-09-22,9999-12-31,true
972,431,418,2,34,annual,1671.67,active,2023-08-02,2023-09-24,false
973,431,418,3,34,annual,2805.00,active,2023-09-24,2024-07-09,false
974,432,419,1,3,monthly,87.00,active,2026-08-10,9999-12-31,true
975,433,420,2,2,monthly,118.00,active,2024-11-04,2026-02-22,false
976,434,421,4,112,annual,13906.67,active,2023-07-20,2024-11-17,false
977,434,421,4,131,annual,16265.83,active,2024-11-17,2025-11-23,false
978,434,421,4,139,annual,17259.17,active,2025-11-23,9999-12-31,true
979,435,422,1,6,monthly,174.00,active,2024-07-23,2025-03-14,false
980,435,422,2,6,monthly,354.00,active,2025-03-14,2026-01-07,false
981,435,422,3,6,monthly,594.00,active,2026-01-07,2026-07-30,false
982,435,422,3,7,monthly,693.00,active,2026-07-30,9999-12-31,true
983,436,423,4,15,annual,1862.50,active,2025-12-18,9999-12-31,true
984,437,424,4,169,annual,20984.17,active,2023-09-28,2024-05-14,false
985,437,424,4,130,annual,16141.67,active,2024-05-14,2024-10-26,false
986,437,424,3,130,annual,10725.00,active,2024-10-26,2025-08-03,false
987,437,424,3,152,annual,12540.00,active,2025-08-03,2025-09-29,false
988,437,424,3,163,annual,13447.50,active,2025-09-29,2025-10-23,false
989,437,424,3,187,annual,15427.50,active,2025-10-23,2025-11-22,false
990,437,424,4,187,annual,23219.17,active,2025-11-22,2026-01-12,false
991,437,424,4,224,annual,27813.33,active,2026-01-12,9999-12-31,true
992,438,425,3,19,monthly,1881.00,active,2026-08-28,9999-12-31,true
993,439,426,1,10,monthly,290.00,active,2024-09-27,9999-12-31,true
994,440,427,1,4,monthly,116.00,active,2024-09-12,2024-10-04,false
995,440,427,1,5,monthly,145.00,active,2024-10-04,9999-12-31,true
996,441,428,2,8,monthly,472.00,active,2025-04-16,2026-04-28,false
997,441,428,2,9,monthly,531.00,active,2026-04-28,9999-12-31,true
998,442,429,1,7,monthly,203.00,active,2026-06-30,9999-12-31,true
999,443,430,3,29,monthly,2871.00,active,2026-01-24,9999-12-31,true
1000,444,431,2,26,annual,1278.33,active,2025-09-13,2026-02-12,false
1001,445,432,4,26,annual,3228.33,active,2023-12-21,2024-10-26,false
1002,445,432,4,28,annual,3476.67,active,2024-10-26,2025-11-13,false
1003,445,432,4,30,annual,3725.00,active,2025-11-13,2026-03-30,false
1004,446,433,1,3,monthly,87.00,active,2024-11-01,2024-12-15,false
1005,446,433,1,4,monthly,116.00,active,2024-12-15,2025-06-26,false
1006,446,433,2,4,monthly,236.00,active,2025-06-26,2025-10-10,false
1007,446,433,2,3,monthly,177.00,active,2025-10-10,2026-02-04,false
1008,446,433,3,3,monthly,297.00,active,2026-02-04,2026-04-20,false
1009,446,433,3,4,monthly,396.00,active,2026-04-20,9999-12-31,true
1010,447,434,4,296,annual,36753.33,active,2023-06-14,2024-06-07,false
1011,447,434,3,296,annual,24420.00,active,2024-06-07,2024-08-30,false
1012,447,434,4,296,annual,36753.33,active,2024-08-30,2024-10-09,false
1013,447,434,4,325,annual,40354.17,active,2024-10-09,2025-03-09,false
1014,447,434,4,375,annual,46562.50,active,2025-03-09,2025-06-06,false
1015,447,434,4,435,annual,54012.50,active,2025-06-06,2025-11-26,false
1016,447,434,4,487,annual,60469.17,active,2025-11-26,2026-08-19,false
1017,447,434,4,423,annual,52522.50,active,2026-08-19,9999-12-31,true
1018,448,435,2,9,monthly,531.00,active,2025-06-04,9999-12-31,true
1019,449,436,2,6,monthly,354.00,active,2025-09-15,2026-01-26,false
1020,449,436,2,7,monthly,413.00,active,2026-01-26,2026-03-10,false
1021,449,436,2,8,monthly,472.00,active,2026-03-10,9999-12-31,true
1022,450,437,1,10,monthly,290.00,active,2023-10-30,2024-01-03,false
1023,451,438,2,29,annual,1425.83,active,2022-07-17,2023-06-16,false
1024,451,438,3,29,annual,2392.50,active,2023-06-16,2025-10-06,false
1025,451,438,2,29,annual,1425.83,active,2025-10-06,2025-12-14,false
1026,451,438,2,33,annual,1622.50,active,2025-12-14,9999-12-31,true
1027,452,439,2,2,monthly,118.00,active,2026-02-21,9999-12-31,true
1028,453,440,3,34,monthly,3366.00,active,2024-10-03,2025-01-16,false
1029,453,440,3,41,monthly,4059.00,active,2025-01-16,2025-11-05,false
1030,453,440,4,41,annual,5090.83,active,2025-11-05,9999-12-31,true
1031,454,441,2,34,annual,1671.67,active,2024-11-19,2025-03-31,false
1032,454,441,3,34,annual,2805.00,active,2025-03-31,2025-04-07,false
1033,454,441,3,37,annual,3052.50,active,2025-04-07,2025-05-05,false
1034,454,441,3,42,annual,3465.00,active,2025-05-05,2025-10-16,false
1035,454,441,3,46,annual,3795.00,active,2025-10-16,2025-11-05,false
1036,454,441,3,50,annual,4125.00,active,2025-11-05,2026-06-19,false
1037,455,442,1,10,monthly,290.00,active,2025-02-14,2025-05-12,false
1038,455,442,1,8,monthly,232.00,active,2025-05-12,2025-09-17,false
1039,455,442,1,10,monthly,290.00,active,2025-09-17,2026-08-14,false
1040,455,442,2,10,monthly,590.00,active,2026-08-14,9999-12-31,true
1041,456,443,2,50,monthly,2950.00,active,2026-02-07,9999-12-31,true
1042,457,444,1,10,monthly,290.00,active,2025-08-12,2026-03-15,false
1043,457,444,2,10,monthly,590.00,active,2026-03-15,2026-07-18,false
1044,457,444,2,8,monthly,472.00,active,2026-07-18,9999-12-31,true
1045,458,445,3,20,annual,1650.00,active,2026-06-26,9999-12-31,true
1046,459,446,4,31,annual,3849.17,active,2025-07-31,2026-06-16,false
1047,460,447,2,6,monthly,354.00,active,2024-05-15,2025-02-27,false
1048,460,447,3,6,monthly,594.00,active,2025-02-27,2025-12-30,false
1049,460,447,3,7,monthly,693.00,active,2025-12-30,2026-01-01,false
1050,461,447,3,5,monthly,495.00,active,2026-05-23,9999-12-31,true
1051,462,448,3,28,annual,2310.00,active,2026-02-08,2026-05-02,false
1052,462,448,3,31,annual,2557.50,active,2026-05-02,9999-12-31,true
1053,463,449,2,25,monthly,1475.00,active,2022-12-21,2024-01-30,false
1054,463,449,2,27,monthly,1593.00,active,2024-01-30,2025-02-06,false
1055,463,449,3,27,monthly,2673.00,active,2025-02-06,2025-05-23,false
1056,464,450,4,92,annual,11423.33,active,2025-04-13,2025-11-16,false
1057,464,450,4,103,annual,12789.17,active,2025-11-16,9999-12-31,true
1058,465,451,3,9,annual,742.50,active,2026-07-24,9999-12-31,true
1059,466,452,3,24,annual,1980.00,active,2025-09-24,2025-10-25,false
1060,466,452,4,24,annual,2980.00,active,2025-10-25,2026-02-10,false
1061,466,452,4,20,annual,2483.33,active,2026-02-10,9999-12-31,true
1062,467,453,1,6,monthly,174.00,active,2026-08-25,9999-12-31,true
1063,468,454,2,6,monthly,354.00,active,2024-05-29,2024-06-10,false
1064,468,454,2,5,monthly,295.00,active,2024-06-10,2024-07-14,false
1065,469,455,2,6,annual,295.00,active,2026-07-24,9999-12-31,true
1066,470,456,2,12,monthly,708.00,active,2024-03-11,2024-04-14,false
1067,470,456,2,10,monthly,590.00,active,2024-04-14,2024-08-14,false
1068,470,456,3,10,monthly,990.00,active,2024-08-14,2025-03-27,false
1069,471,457,2,50,annual,2458.33,active,2026-04-21,9999-12-31,true
1070,472,458,1,2,monthly,58.00,active,2024-05-22,9999-12-31,true
1071,473,459,4,386,annual,47928.33,active,2024-12-25,2025-06-20,false
1072,473,459,4,338,annual,41968.33,active,2025-06-20,2025-07-28,false
1073,473,459,4,400,annual,49666.67,active,2025-07-28,9999-12-31,true
1074,474,460,2,50,annual,2458.33,active,2025-04-07,2026-05-27,false
1075,474,460,3,50,annual,4125.00,active,2026-05-27,2026-07-13,false
1076,474,460,3,43,annual,3547.50,active,2026-07-13,9999-12-31,true
1077,475,461,3,34,annual,2805.00,active,2025-12-25,2026-04-09,false
1078,475,461,3,38,annual,3135.00,active,2026-04-09,9999-12-31,true
1079,476,462,3,29,annual,2392.50,active,2022-09-08,2023-04-19,false
1080,476,462,2,29,annual,1425.83,active,2023-04-19,2023-07-15,false
1081,476,462,1,10,monthly,290.00,active,2023-07-15,2026-06-27,false
1082,476,462,1,8,monthly,232.00,active,2026-06-27,9999-12-31,true
1083,477,463,3,126,annual,10395.00,active,2025-09-30,9999-12-31,true
1084,478,464,2,7,monthly,413.00,active,2024-03-10,2024-05-18,false
1085,478,464,3,7,monthly,693.00,active,2024-05-18,2024-06-24,false
1086,478,464,3,8,monthly,792.00,active,2024-06-24,2025-03-18,false
1087,478,464,4,8,annual,993.33,active,2025-03-18,2026-07-27,false
1088,478,464,4,9,annual,1117.50,active,2026-07-27,2026-08-24,false
1089,479,465,1,9,monthly,261.00,active,2025-08-27,2026-04-29,false
1090,479,465,1,10,monthly,290.00,active,2026-04-29,2026-05-27,false
1091,479,465,2,10,monthly,590.00,active,2026-05-27,9999-12-31,true
1092,480,466,2,9,monthly,531.00,active,2024-09-15,2025-01-20,false
1093,480,466,2,7,monthly,413.00,active,2025-01-20,2025-09-22,false
1094,480,466,3,7,monthly,693.00,active,2025-09-22,2026-05-23,false
1095,481,467,3,5,monthly,495.00,active,2025-06-13,2026-06-06,false
1096,481,467,3,4,monthly,396.00,active,2026-06-06,9999-12-31,true
1097,482,468,2,3,monthly,177.00,active,2022-07-26,2023-01-08,false
1098,482,468,2,4,monthly,236.00,active,2023-01-08,2023-09-17,false
1099,482,468,2,5,monthly,295.00,active,2023-09-17,2025-08-02,false
1100,483,468,2,3,monthly,177.00,active,2026-03-03,9999-12-31,true
1101,484,469,1,10,monthly,290.00,active,2026-04-30,2026-05-13,false
1102,484,469,2,10,monthly,590.00,active,2026-05-13,9999-12-31,true
1103,485,470,2,8,monthly,472.00,active,2025-08-11,2025-10-13,false
1104,485,470,2,9,monthly,531.00,active,2025-10-13,9999-12-31,true
1105,486,471,3,42,annual,3465.00,active,2023-07-10,2023-12-10,false
1106,486,471,3,46,annual,3795.00,active,2023-12-10,2024-11-28,false
1107,486,471,3,56,annual,4620.00,active,2024-11-28,2025-04-11,false
1108,486,471,4,56,annual,6953.33,active,2025-04-11,2026-03-19,false
1109,486,471,4,68,annual,8443.33,active,2026-03-19,9999-12-31,true
1110,487,472,3,47,annual,3877.50,active,2024-01-05,2025-06-19,false
1111,487,472,3,50,annual,4125.00,active,2025-06-19,2025-09-19,false
1112,487,472,3,41,annual,3382.50,active,2025-09-19,2025-10-13,false
1113,487,472,3,44,annual,3630.00,active,2025-10-13,2025-11-11,false
1114,487,472,3,52,annual,4290.00,active,2025-11-11,2026-04-26,false
1115,487,472,3,60,annual,4950.00,active,2026-04-26,2026-06-17,false
1116,487,472,3,70,annual,5775.00,active,2026-06-17,9999-12-31,true
1117,488,473,4,283,annual,35139.17,active,2025-10-15,2026-05-13,false
1118,488,473,4,341,annual,42340.83,active,2026-05-13,2026-08-12,false
1119,488,473,4,412,annual,51156.67,active,2026-08-12,9999-12-31,true
1120,489,474,2,40,annual,1966.67,active,2025-12-03,9999-12-31,true
1121,490,475,1,10,monthly,290.00,active,2026-03-24,2026-08-16,false
1122,490,475,1,8,monthly,232.00,active,2026-08-16,9999-12-31,true
1123,491,476,1,8,monthly,232.00,active,2025-04-03,2025-06-30,false
1124,491,476,2,8,monthly,472.00,active,2025-06-30,2025-11-26,false
1125,491,476,3,8,monthly,792.00,active,2025-11-26,2026-02-28,false
1126,491,476,3,9,monthly,891.00,active,2026-02-28,9999-12-31,true
1127,492,477,2,5,monthly,295.00,active,2025-10-14,2026-08-14,false
1128,492,477,3,5,monthly,495.00,active,2026-08-14,9999-12-31,true
1129,493,478,2,18,annual,885.00,active,2026-01-15,2026-03-17,false
1130,493,478,2,16,annual,786.67,active,2026-03-17,9999-12-31,true
1131,494,479,2,17,annual,835.83,active,2023-12-02,2024-04-22,false
1132,494,479,2,16,annual,786.67,active,2024-04-22,2025-02-17,false
1133,494,479,3,16,annual,1320.00,active,2025-02-17,2025-05-21,false
1134,494,479,3,15,annual,1237.50,active,2025-05-21,2025-09-21,false
1135,495,480,4,309,annual,38367.50,active,2025-09-29,2025-12-25,false
1136,495,480,4,353,annual,43830.83,active,2025-12-25,2026-04-28,false
1137,495,480,4,283,annual,35139.17,active,2026-04-28,9999-12-31,true
